Institute,Course,GOPEN,GSC,GSEBC,LOPEN,LST,LOBC,EWS,GST,GOBC,LSEBC,LSC,GNTA,GNTB,GNTC,DEFR-OBC,PWDR-OBC,LNTA,LNTC,LNTD,PWD-O,DEF-O,LNTB,GNTD,MI,ORP,PWDR-SC,DEFR-SC,DEFR-SEBC,PWDR-SEBC,DEFR-ST,DEFR-NTB,DEFR-NTA
"2020 Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded (Government-Aided Autonomous)",Information Technology,91.47%,88.06%,91.06%,91.50%,,,88.73%,73.44%,90.86%,,,,,,,,,,,,,,,,,,,,,,,
"2020 Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded (Government-Aided Autonomous)",Electrical Engineering,92.06%,,91.00%,92.83%,,92.41%,87.61%,81.50%,,,89.88%,,,,,,,,,,,,,,,,,,,,,
"2020 Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded (Government-Aided Autonomous)",Electronics and Telecommunication Engg,90.28%,85.78%,,89.35%,,86.74%,83.65%,,87.82%,87.65%,,,87.88%,,,,,86.47%,,,,,,,,,,,,,,
"2020 Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded (Government-Aided Autonomous)",Instrumentation Engineering,87.18%,82.18%,,,,,81.94%,,85.06%,,,,,,,,,,,,,,,,,,,,,,,
"2020 Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded (Government-Aided Autonomous)",Chemical Engineering,89.32%,,85.89%,,,,,,86.44%,,69.50%,,,,,,,,,,,,,,,,,,,,,
"2020 Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded (Government-Aided Autonomous)",Production Engineering,79.74%,75.23%,75.29%,79.18%,,74.21%,78.47%,,71.76%,,,,78.41%,79.74%,,,,,,,,,,,,,,,,,,
"2020 Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded (Government-Aided Autonomous)",Mechanical Engineering,88.36%,82.92%,,86.10%,70.29%,76.97%,86.92%,,87.64%,80.21%,,,,,,,,,,,,,,,,,,,,,,
"2020 Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded (Government-Aided Autonomous)",Textile Technology,84.67%,,,85.80%,,83.30%,81.05%,,,,74.31%,,,,,,,,,,,,,,,,,,,,,
"2021 University Department of Chemical Technology, Aurangabad (University Department)",Food Technology,,,,75.06%,,84.82%,,,,,,,,,,,,,,,,,,,,,,,,,,
"2111 Everest Education Society, Group of Institutions (Integrated Campus), Ohar (Un-Aided Religious Minority - Muslim)",Civil Engineering,68.42%,,,57.33%,,,,,,,,,,,,,,,,,,,,54.68%,,,,,,,,
"2111 Everest Education Society, Group of Institutions (Integrated Campus), Ohar (Un-Aided Religious Minority - Muslim)",Computer Science and Engineering,75.00%,,,76.74%,,,,,,,,,,,,,,,,,,,,73.43%,,,,,,,,
"2111 Everest Education Society, Group of Institutions (Integrated Campus), Ohar (Un-Aided Religious Minority - Muslim)",Electrical Engineering,74.61%,,,73.06%,,,,,,,,,,,,,,,,,,,,53.14%,,,,,,,,
"2111 Everest Education Society, Group of Institutions (Integrated Campus), Ohar (Un-Aided Religious Minority - Muslim)",Mechanical Engineering,70.70%,,,70.23%,,,,,,,,,,,,,,,,,,,,57.08%,,,,,,,,
"2112 Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Chhatrapati Sambhajinagar (Un-Aided)",Civil Engineering,68.58%,65.11%,,75.95%,,,,,60.00%,,67.05%,,,,,,,,,,,61.39%,58.21%,,,,,,,,,
"2112 Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Chhatrapati Sambhajinagar (Un-Aided)",Computer Science and Engineering,80.46%,79.49%,77.79%,79.09%,,75.60%,73.31%,,78.00%,78.80%,74.29%,76.57%,74.97%,73.59%,,,,,,,,,,,,,,,,,,
"2112 Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Chhatrapati Sambhajinagar (Un-Aided)",Electrical Engineering,76.28%,69.50%,75.18%,77.11%,,70.00%,66.44%,,75.00%,70.72%,70.83%,,,,,,70.94%,65.44%,,,,,,,,,,,,,,
"2112 Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Chhatrapati Sambhajinagar (Un-Aided)",Mechanical Engineering,73.00%,61.18%,69.44%,63.25%,,64.77%,61.69%,,65.38%,,55.16%,69.54%,,68.41%,,,,,,,,,67.76%,,,,,,,,,
"2112 Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Chhatrapati Sambhajinagar (Un-Aided)",Electronics and Computer Engineering,76.29%,71.89%,76.06%,74.40%,,,67.63%,,73.43%,,,,,,,,,,,,,,,,,,,,,,,
"2112 Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Chhatrapati Sambhajinagar (Un-Aided)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),78.74%,73.03%,78.06%,,,72.91%,77.26%,,,,,,,,,,,,,,,,,,,,,,,,,
"2112 Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Chhatrapati Sambhajinagar (Un-Aided)",Computer Science and Engineering(Data Science),77.17%,72.34%,,76.86%,,,73.10%,,75.71%,76.34%,,71.82%,,,,,,63.31%,,,,,,,,,,,,,,
"2112 Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Chhatrapati Sambhajinagar (Un-Aided)",VLSI,67.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2112 Shree Yash Pratishthan, Shreeyash College of Engineering and Technology, Chhatrapati Sambhajinagar (Un-Aided)",5G,64.94%,,,66.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2113 G. S. Mandals Maharashtra Institute of Technology, Chhatrapati Sambhajinagar (Un-Aided Autonomous)",Agricultural Engineering,70.00%,,,77.36%,,76.07%,,,,,,,,68.93%,,,,,,,,,,,,,,,,,,
"2113 G. S. Mandals Maharashtra Institute of Technology, Chhatrapati Sambhajinagar (Un-Aided Autonomous)",Civil Engineering,66.58%,57.53%,64.89%,70.05%,,56.96%,62.51%,,60.96%,,67.33%,63.68%,63.73%,,,,,,,,,62.21%,,,67.53%,,,,,,,
"2113 G. S. Mandals Maharashtra Institute of Technology, Chhatrapati Sambhajinagar (Un-Aided Autonomous)",Computer Science and Engineering,85.54%,84.34%,84.08%,86.74%,,86.17%,78.46%,,83.75%,86.40%,85.06%,,,82.29%,,,80.80%,81.14%,,77.43%,71.35%,84.91%,81.37%,,,62.97%,70.06%,,,,,
"2113 G. S. Mandals Maharashtra Institute of Technology, Chhatrapati Sambhajinagar (Un-Aided Autonomous)",Computer Science and Design,81.66%,76.06%,80.91%,82.06%,74.97%,,72.57%,,79.59%,77.81%,77.83%,78.17%,,81.43%,,,,,,,,,,,,,,,,,,
"2113 G. S. Mandals Maharashtra Institute of Technology, Chhatrapati Sambhajinagar (Un-Aided Autonomous)",Artificial Intelligence (AI) and Data Science,81.71%,78.06%,80.17%,82.80%,,80.18%,75.06%,,80.17%,79.14%,78.40%,78.56%,76.46%,,,,,72.23%,,,,,77.61%,,,,,,,,,
"2113 G. S. Mandals Maharashtra Institute of Technology, Chhatrapati Sambhajinagar (Un-Aided Autonomous)",Electrical Engineering,81.22%,77.28%,80.72%,83.00%,,76.39%,62.49%,,76.44%,82.72%,79.83%,,79.50%,,,,80.33%,79.83%,,73.94%,,,76.56%,,,,,,,,,
"2113 G. S. Mandals Maharashtra Institute of Technology, Chhatrapati Sambhajinagar (Un-Aided Autonomous)",Plastic and Polymer Engineering,75.74%,,,74.56%,,,,72.87%,63.81%,,,,,,,,,,,,,,,,,,,,,,,
"2113 G. S. Mandals Maharashtra Institute of Technology, Chhatrapati Sambhajinagar (Un-Aided Autonomous)",Mechanical Engineering,75.71%,67.23%,71.44%,69.24%,,,65.49%,,63.59%,70.26%,64.71%,,,,,,72.41%,,75.41%,,,73.12%,,,,,,,,,,
"2113 G. S. Mandals Maharashtra Institute of Technology, Chhatrapati Sambhajinagar (Un-Aided Autonomous)",Electronics and Computer Engineering,80.28%,75.03%,80.06%,81.18%,,77.88%,71.20%,,77.71%,,,,,65.18%,,,71.76%,,,,,,,,,,,,,,,
"2114 Deogiri Institute of Engineering and Management Studies, Chhatrapati Sambhajinagar (Un-Aided)",Civil Engineering,79.53%,76.05%,62.32%,85.68%,,83.37%,63.31%,,70.84%,70.47%,77.84%,72.26%,75.26%,77.26%,,,,,,,72.58%,,76.58%,,,,,,,,,
"2114 Deogiri Institute of Engineering and Management Studies, Chhatrapati Sambhajinagar (Un-Aided)",Computer Science and Engineering,88.57%,85.22%,86.51%,88.51%,,87.60%,84.06%,,83.94%,,,87.82%,,82.40%,,,,,,,,,,,,,,,,,,
"2114 Deogiri Institute of Engineering and Management Studies, Chhatrapati Sambhajinagar (Un-Aided)",Electronics and Telecommunication Engg,78.29%,75.67%,75.82%,81.65%,,76.82%,62.76%,,76.47%,75.35%,71.83%,,,,,,78.82%,67.56%,,,,66.80%,71.31%,,,,,,,,,
"2114 Deogiri Institute of Engineering and Management Studies, Chhatrapati Sambhajinagar (Un-Aided)",Mechanical Engineering,76.56%,66.21%,67.94%,63.44%,,,60.41%,,65.18%,60.00%,65.18%,,70.00%,70.76%,,,72.72%,,,,,,,,,,,,,,,
"2114 Deogiri Institute of Engineering and Management Studies, Chhatrapati Sambhajinagar (Un-Aided)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),83.14%,,,84.29%,,83.82%,81.54%,,,83.09%,84.23%,,,,,,,,,,,,,,,,,,,,,
"2116 Matoshri Pratishans Group of Institutions (Integrated Campus), Kupsarwadi , Nanded (Un-Aided)",Civil Engineering,71.42%,60.00%,,71.82%,,,,,,,60.26%,,70.95%,,,,,,,,,,67.60%,,,,,,,,,
"2116 Matoshri Pratishans Group of Institutions (Integrated Campus), Kupsarwadi , Nanded (Un-Aided)",Computer Science and Engineering,74.97%,73.06%,72.69%,78.34%,,73.06%,72.69%,,73.54%,73.74%,72.57%,68.46%,,,,,,,,,,71.83%,71.89%,,,,,,,,,
"2116 Matoshri Pratishans Group of Institutions (Integrated Campus), Kupsarwadi , Nanded (Un-Aided)",Artificial Intelligence (AI) and Data Science,70.89%,67.44%,,68.69%,,67.26%,,,70.34%,,,,,,,,,70.51%,,,,,,,,,,,,,,
"2116 Matoshri Pratishans Group of Institutions (Integrated Campus), Kupsarwadi , Nanded (Un-Aided)",Electrical Engineering,71.50%,67.06%,,66.28%,,,,,,,59.33%,66.41%,60.00%,,,,,,58.06%,,,,,,,,,,,,,
"2116 Matoshri Pratishans Group of Institutions (Integrated Campus), Kupsarwadi , Nanded (Un-Aided)",Electronics and Telecommunication Engg,68.89%,,,67.89%,,65.77%,,,61.53%,,,,,,,,,,,,,,,,,,,,,,,
"2116 Matoshri Pratishans Group of Institutions (Integrated Campus), Kupsarwadi , Nanded (Un-Aided)",Mechanical & Automation Engineering,66.03%,65.64%,,,,,68.92%,,,,,,,,,,,,,,,,,,,,,,,,,
"2116 Matoshri Pratishans Group of Institutions (Integrated Campus), Kupsarwadi , Nanded (Un-Aided)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),71.40%,,,72.46%,,,,,65.85%,,69.65%,,,,,,,,,,,,,,,,,,,,,
"2127 Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded. (Un-Aided)",Civil Engineering,77.32%,70.39%,,78.42%,,70.21%,72.63%,,,,72.32%,74.97%,,,,,,62.05%,,,,,,,,,,,,,,
"2127 Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded. (Un-Aided)",Computer Science and Engineering,82.34%,80.74%,80.53%,84.25%,,83.94%,81.28%,,81.60%,,,,71.77%,81.54%,,,,,,,,,,,,,,,,,,
"2127 Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded. (Un-Aided)",Information Technology,81.37%,80.69%,79.49%,84.63%,,82.81%,78.91%,,79.60%,,,,,,,,,,,,,,,,,,,,,,,
"2127 Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded. (Un-Aided)",Electronics and Telecommunication Engg,76.12%,69.44%,,69.60%,,,68.23%,,61.47%,,,70.44%,,,,,,,,,,,,,,,,,,,,
"2127 Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded. (Un-Aided)",Mechanical Engineering,68.76%,,,62.53%,,,,,65.08%,,,,,,,,67.06%,,,,,,,,,,,,,,,
"2129 M.S. Bidve Engineering College, Latur (Un-Aided)",Civil Engineering,82.05%,75.00%,75.00%,86.58%,,82.11%,86.89%,,71.89%,82.37%,83.74%,78.74%,68.92%,81.16%,,,,,,,88.00%,,69.11%,,,,,,,,,
"2129 M.S. Bidve Engineering College, Latur (Un-Aided)",Computer Science and Engineering,89.09%,,88.74%,92.11%,,87.56%,93.09%,,,,84.29%,,,,,,,,,,,,,,,,,,,,,
"2129 M.S. Bidve Engineering College, Latur (Un-Aided)",Information Technology,88.17%,84.29%,,88.80%,,,88.97%,,87.43%,87.29%,,,,,,,,,,,,,,,,,,,,,,
"2129 M.S. Bidve Engineering College, Latur (Un-Aided)",Electrical Engg [Electrical and Power],75.56%,64.89%,73.83%,84.94%,,73.83%,82.11%,,67.78%,81.17%,71.78%,,74.06%,,,,65.44%,62.94%,,64.28%,,,69.17%,,,,,,,,,
"2129 M.S. Bidve Engineering College, Latur (Un-Aided)",Electronics Engineering,76.82%,68.18%,70.06%,83.41%,,72.24%,73.71%,,67.82%,,75.18%,,,,,,,79.35%,,,,,,,,,,,,,,
"2129 M.S. Bidve Engineering College, Latur (Un-Aided)",Mechanical Engineering,65.49%,,,68.31%,,,87.49%,,,,,,,,,,,,,,,,,,,,,,,,,
"2130 Terna Public Charitable Trusts College of Engineering, Dharashiv (Un-Aided)",Civil Engineering,58.91%,,,67.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2130 Terna Public Charitable Trusts College of Engineering, Dharashiv (Un-Aided)",Computer Science and Engineering,81.83%,,,87.54%,,74.97%,76.46%,,79.09%,77.77%,77.83%,,,,,,,,,,,,,,,,,,,,,
"2130 Terna Public Charitable Trusts College of Engineering, Dharashiv (Un-Aided)",Electronics and Telecommunication Engg,69.29%,,,75.25%,,,61.59%,,,,,,,,,,,67.61%,,,,,,,,,,,,,,
"2130 Terna Public Charitable Trusts College of Engineering, Dharashiv (Un-Aided)",Mechanical Engineering,57.86%,,,78.00%,,,70.15%,,,,,,,,,,,,,,,,,,,,,,,,,
"2130 Terna Public Charitable Trusts College of Engineering, Dharashiv (Un-Aided)",Artificial Intelligence and Data Science,77.26%,75.89%,,76.68%,,75.20%,69.60%,,75.60%,74.97%,,,,73.35%,,,,,,,,,,,,,,,,,,
"2131 Shree Tuljabhavani College of Engineering, Tuljapur (Un-Aided)",Civil Engineering,61.49%,,,72.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2131 Shree Tuljabhavani College of Engineering, Tuljapur (Un-Aided)",Computer Science and Engineering,71.94%,70.11%,64.80%,74.29%,,70.73%,76.34%,,65.71%,69.43%,64.34%,,66.57%,,,,,,,,,,67.94%,,,,,,,,,
"2131 Shree Tuljabhavani College of Engineering, Tuljapur (Un-Aided)",Electronics and Telecommunication Engg,52.70%,,,62.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2133 Mahatma Basaweshwar Education Societys College of Engineering, Ambejogai (Un-Aided)",Civil Engineering,58.00%,,,75.00%,,,,,,,,,,,,,,,,,81.65%,,,,,,,,,,,
"2133 Mahatma Basaweshwar Education Societys College of Engineering, Ambejogai (Un-Aided)",Computer Science and Engineering,79.03%,75.03%,77.66%,82.23%,,77.94%,73.31%,,75.60%,,,,,,,,,70.63%,,,,75.94%,,,,,,,,,,
"2133 Mahatma Basaweshwar Education Societys College of Engineering, Ambejogai (Un-Aided)",Electrical Engineering,70.67%,60.06%,60.89%,65.67%,,,,,62.61%,,,62.89%,62.33%,,,,,,,,,,69.67%,,,,,,,,,
"2133 Mahatma Basaweshwar Education Societys College of Engineering, Ambejogai (Un-Aided)",Mechanical Engineering,61.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2133 Mahatma Basaweshwar Education Societys College of Engineering, Ambejogai (Un-Aided)",Electronics and Computer Engineering,65.73%,,,71.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2134 Peoples Education Societys College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",Civil Engineering,60.36%,,,65.76%,,,61.92%,,,,,,,,,,,,,,,,,,,,,,,,,
"2134 Peoples Education Societys College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",Computer Science and Engineering,81.03%,78.00%,,81.03%,,,79.00%,,79.60%,79.38%,,,,,,,69.75%,73.09%,,,,,,,,,,,,,,
"2134 Peoples Education Societys College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",Electrical Engineering,77.47%,77.00%,73.72%,77.88%,,69.50%,75.39%,54.53%,74.47%,,77.39%,,75.89%,,,,,73.17%,,,,,,,,,,,,,,
"2134 Peoples Education Societys College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",Electronics Engineering ( VLSI Design and Technology),58.65%,,,67.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2134 Peoples Education Societys College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",Mechanical & Automation Engineering,61.85%,,,,,,62.35%,,,,,,,,,,,,,,,,,,,,,,,,,
"2134 Peoples Education Societys College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",Electronics and Computer Engineering,75.49%,74.35%,,75.60%,,69.35%,,,70.65%,73.65%,,,,,,,,,,,,,,,,,,,,,,
"2134 Peoples Education Societys College of Engineering, Chhatrapati Sambhajinagar (Un-Aided)",Computer Science and Engineering(Data Science),77.77%,77.11%,75.66%,81.49%,,77.54%,72.80%,,77.47%,,,,,,,,,,,,,,,,,,,,,,,
"2135 Hi-Tech Institute of Technology, Chhatrapati Sambhajinagar (Un-Aided)",Civil Engineering,68.51%,63.52%,62.53%,71.79%,,,,,,,66.58%,,,60.22%,,,,,,,,,,,,,,,,,,
"2135 Hi-Tech Institute of Technology, Chhatrapati Sambhajinagar (Un-Aided)",Computer Science and Engineering,76.11%,74.34%,74.97%,76.97%,,73.26%,62.63%,,75.03%,76.06%,70.06%,74.97%,,74.17%,,,70.11%,,,,,68.06%,73.60%,,,,,,,,,
"2135 Hi-Tech Institute of Technology, Chhatrapati Sambhajinagar (Un-Aided)",Mechanical Engineering,71.08%,49.28%,,69.85%,,,75.00%,,,,,69.38%,,,,,,,61.59%,,,,,,,,,,,,,
"2135 Hi-Tech Institute of Technology, Chhatrapati Sambhajinagar (Un-Aided)",Computer Science and Engineering(Artificial Intelligence and Machine Learning),76.56%,73.77%,,73.29%,,71.71%,,,73.43%,72.25%,,,,,,,59.09%,73.89%,,,,,,,,,,,,,,
"2136 Aditya Engineering College , Beed (Un-Aided)",Civil Engineering,77.00%,70.42%,62.68%,85.53%,,60.51%,79.00%,71.37%,67.58%,,58.65%,76.74%,70.11%,71.11%,,,,,,54.56%,,,76.37%,,,,,,,,,
"2136 Aditya Engineering College , Beed (Un-Aided)",Computer Science and Engineering,77.31%,73.89%,76.06%,79.14%,,,61.78%,,74.94%,,,,,,,,72.91%,74.17%,,,,,,,,,,,,,,
"2136 Aditya Engineering College , Beed (Un-Aided)",Information Technology,71.03%,60.00%,64.51%,71.19%,,65.54%,68.12%,,62.46%,,60.34%,70.23%,70.17%,62.51%,,,,,,,,69.49%,68.47%,,,,,,,,,
"2136 Aditya Engineering College , Beed (Un-Aided)",Electrical Engineering,77.17%,73.89%,72.00%,75.56%,,70.78%,71.67%,67.78%,73.78%,59.43%,71.22%,,71.28%,,,,70.83%,73.61%,,,,,73.94%,,,,,,,,,
"2136 Aditya Engineering College , Beed (Un-Aided)",Electronics and Telecommunication Engg,71.20%,54.30%,69.00%,68.57%,,63.18%,68.32%,,61.94%,,62.29%,71.12%,,,,,,,64.88%,,,,,,,,,,,,,
"2136 Aditya Engineering College , Beed (Un-Aided)",Mechanical Engineering,76.41%,67.95%,72.05%,62.00%,,62.56%,75.28%,63.08%,65.97%,,66.77%,72.50%,62.51%,74.24%,,,,72.42%,,,,,74.97%,,,,,,,,,
"2136 Aditya Engineering College , Beed (Un-Aided)",Computer Science and Engineering(Data Science),60.24%,,,68.25%,,61.88%,67.29%,,,,,,,,,,,,,,,,,,,,,,,,,
"2136 Aditya Engineering College , Beed (Un-Aided)",Artificial Intelligence and Machine Learning,64.11%,,,58.51%,,,83.83%,,,,,,,,,,,,,,,,,,,,,,,,,
"2137 Nagnathappa Halge Engineering College, Parli, Beed (Un-Aided)",Civil Engineering,67.84%,61.05%,,67.03%,,,60.21%,,66.03%,,,66.47%,,,,,,,,,,,64.06%,,,,,,,,,
"2137 Nagnathappa Halge Engineering College, Parli, Beed (Un-Aided)",Computer Science and Engineering,67.26%,,,73.12%,,,,,60.82%,,55.29%,,,,,,,,,,,,,,,,,,,,,
"2137 Nagnathappa Halge Engineering College, Parli, Beed (Un-Aided)",Electrical and Electronics Engineering,71.39%,66.67%,,74.97%,68.82%,66.82%,,,68.33%,68.78%,68.11%,,,,,,,,,,,,,,,,,,,,,
"2137 Nagnathappa Halge Engineering College, Parli, Beed (Un-Aided)",Mechanical Engineering,60.00%,,,71.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2138 Matsyodari Shikshan Sansathas College of Engineering and Technology, Jalna (Un-Aided)",Civil Engineering,68.74%,63.53%,,70.79%,,,68.79%,,66.21%,67.63%,,,,68.37%,,,,,,,,,64.24%,,,,,,,,,
"2138 Matsyodari Shikshan Sansathas College of Engineering and Technology, Jalna (Un-Aided)",Computer Science and Engineering,78.74%,,75.00%,79.14%,,,82.57%,,78.18%,,67.37%,,,,,,,,,,,,,,,,,,,,,
"2138 Matsyodari Shikshan Sansathas College of Engineering and Technology, Jalna (Un-Aided)",Electrical Engineering,74.06%,71.17%,,71.39%,,68.72%,70.44%,,68.78%,70.61%,,,,,,,66.94%,66.50%,,,,,,,,,,,,,,
"2138 Matsyodari Shikshan Sansathas College of Engineering and Technology, Jalna (Un-Aided)",Mechanical Engineering,71.74%,65.74%,,69.99%,,,67.79%,,,,,65.74%,,,,,,,,,,,,,,,,,,,,
"2146 Adarsh Shikshan Prasarak Mandals K. T. Patil College of Engineering and Technology, Dharashiv (Un-Aided)",Civil Engineering,76.74%,55.00%,67.16%,65.78%,,,64.67%,,61.21%,,,63.38%,,,,,,,,,,,,,,,,,,,,
"2146 Adarsh Shikshan Prasarak Mandals K. T. Patil College of Engineering and Technology, Dharashiv (Un-Aided)",Electrical and Electronics Engineering,75.00%,56.57%,,70.06%,,,76.36%,,57.41%,,67.83%,66.41%,73.06%,,,,,,,,,,,,,,,,,,,
"2146 Adarsh Shikshan Prasarak Mandals K. T. Patil College of Engineering and Technology, Dharashiv (Un-Aided)",Mechanical Engineering,73.67%,68.29%,,74.56%,,,60.26%,,,,,,,,,,72.46%,,,,,,,,,,,,,,,
"2250 Aurangabad College of Engineering, Naygaon Savangi, Aurangabad (Un-Aided)",Civil Engineering,76.74%,66.16%,66.32%,79.27%,,,61.89%,69.53%,62.78%,,72.53%,,,,,,73.16%,69.42%,62.53%,,,,,,,,,,,,,
"2250 Aurangabad College of Engineering, Naygaon Savangi, Aurangabad (Un-Aided)",Computer Science and Engineering,84.65%,,,82.51%,,78.57%,66.51%,,,79.31%,70.80%,,,,,,,,,,,,,,,,,,,,,
"2250 Aurangabad College of Engineering, Naygaon Savangi, Aurangabad (Un-Aided)",Electrical Engineering,79.61%,69.89%,67.06%,77.11%,,66.24%,68.89%,70.94%,75.75%,69.28%,72.47%,75.47%,77.22%,71.00%,,,,,,61.63%,,,69.89%,,,,,,,,,
"2250 Aurangabad College of Engineering, Naygaon Savangi, Aurangabad (Un-Aided)",Electronics and Telecommunication Engg,79.65%,72.90%,73.76%,78.24%,,,63.71%,,72.69%,,69.71%,,,,,,73.12%,71.47%,,,,,,,,,,,,,,
"2250 Aurangabad College of Engineering, Naygaon Savangi, Aurangabad (Un-Aided)",Mechanical Engineering,75.72%,68.36%,68.50%,70.92%,,66.58%,70.97%,,69.08%,,61.33%,73.80%,68.65%,67.85%,,,,,,,,,70.89%,,60.00%,,,,,,,
"2252 Marathwada Shikshan Prasarak Mandals Shri Shivaji Institute of Engineering and Management Studies, Parbhani (Un-Aided)",Civil Engineering,67.33%,,,70.47%,,,64.58%,,61.77%,,,,,,,,,,,,,,,,,,,,,,,
"2252 Marathwada Shikshan Prasarak Mandals Shri Shivaji Institute of Engineering and Management Studies, Parbhani (Un-Aided)",Computer Science and Engineering,77.82%,70.75%,,86.71%,,,69.66%,,76.36%,81.03%,,,,,,,,,,,,,,,,,,,,,,
"2252 Marathwada Shikshan Prasarak Mandals Shri Shivaji Institute of Engineering and Management Studies, Parbhani (Un-Aided)",Electrical and Electronics Engineering,78.28%,78.06%,,,67.76%,82.24%,,,,,,,,,,,,,,,,,,,,,,,,,,
"2252 Marathwada Shikshan Prasarak Mandals Shri Shivaji Institute of Engineering and Management Studies, Parbhani (Un-Aided)",Mechanical Engineering,71.64%,69.90%,,57.43%,,,82.00%,,,,,71.64%,64.26%,,,,,,,,,,,,,,,,,,,
"2254 Vilasrao Deshmukh Foundation Group of Institutions, Latur (Un-Aided)",Civil Engineering,67.89%,66.74%,,78.95%,,,69.00%,,61.00%,,70.00%,,61.65%,61.79%,,,,75.05%,,,,,56.79%,,,,,,,,,
"2254 Vilasrao Deshmukh Foundation Group of Institutions, Latur (Un-Aided)",Computer Engineering,78.23%,77.66%,,80.91%,,77.49%,69.77%,,77.06%,78.51%,78.88%,,,,,,72.35%,76.29%,,,,,,,,,,,,,,
"2254 Vilasrao Deshmukh Foundation Group of Institutions, Latur (Un-Aided)",Electrical Engineering,74.25%,64.00%,63.78%,74.33%,,71.28%,75.27%,,59.22%,68.94%,54.78%,,73.61%,72.22%,,,,,,79.44%,,,,,,,,,,,,
